MachineID,Date,Failure,RepairType,DowntimeHours
M068,2025-02-14,Y,Minor,0.33
M028,2025-01-02,N,Major,0.54
M057,25/02/2025,Y,Major,0.02
M094,2025-02-26,N,Minor,4.32
M055,19/02/2025,N,Major,13.22
M090,2025-04-19,N,Major,14.21
M067,2025-05-26,N,Major,0.38
M095,2025-04-02,N,Major,1.08
M099,2025-01-07,Y,Major,1.56
M018,2025-03-28,N,Major,4.75
M028,2025-06-18,Y,Major,1.33
M093,05/02/2025,N,Major,1.75
M028,2025-04-06,N,Minor,0.12
M052,2025-04-30,N,Minor,0.68
M045,2025-02-19,N,Minor,3.17
M051,2025-03-14,N,Major,2.2
M081,2025-05-07,N,Minor,0.88
M006,2025-02-09,N,Major,8.95
M007,2025-02-12,Y,Major,11.66
M044,2025-01-18,N,Major,7.14
M035,2025-01-28,N,Major,8.34
M056,2025-04-13,N,Minor,6.64
M091,2025-04-17,N,Minor,1.32
M087,2025-03-25,N,Major,9.65
M096,2025-06-30,N,Minor,7.1
M083,16/04/2025,N,Minor,8.97
M084,27/05/2025,N,Minor,7.88
M087,24/02/2025,N,Minor,2.49
M034,2025-03-27,N,Minor,0.52
M054,2025-02-10,Y,Major,6.58
M093,2025-05-02,N,Major,14.52
M030,2025-01-11,N,Major,1.28
M080,2025-03-20,N,,0.93
M015,2025-06-08,N,Major,6.8
M025,2025-01-26,N,Major,1.99
M081,06/06/2025,N,Minor,5.29
M086,14/03/2025,Y,Minor,1.21
M019,13/04/2025,N,Minor,1.09
M071,2025-01-15,Y,Minor,0.53
M048,2025-05-28,N,Major,8.89
M068,2025-06-03,N,Minor,4.09
M087,01/05/2025,N,Minor,0.19
M053,02/03/2025,N,Major,10.72
M075,2025-03-25,N,Major,5.09
M037,26/04/2025,N,Major,0.77
M035,2025-05-06,N,Minor,12.55
M027,06/06/2025,N,Minor,1.26
M073,12/02/2025,N,Major,3.06
M089,15/05/2025,N,Minor,0.01
M063,2025-05-05,N,Major,9.66
M039,04/01/2025,Y,Major,6.36
M088,30/04/2025,N,,0.1
M061,2025-03-15,N,Minor,10.88
M051,17/04/2025,Y,Major,9.53
M089,29/03/2025,N,Major,4.23
M088,2025-02-23,N,Minor,6.05
M016,14/05/2025,Y,,8.93
M019,2025-03-13,N,Major,1.1
M078,2025-06-12,Y,,7.75
M045,2025-05-06,N,Minor,1.46
M057,2025-03-15,Y,Major,0.78
M080,2025-02-13,Y,Minor,8.44
M008,01/02/2025,Y,Minor,8.39
M067,2025-01-29,Y,Minor,3.43
M001,2025-04-30,N,Major,2.42
M013,21/06/2025,Y,Minor,3.1
M040,2025-04-21,N,Major,0.83
M058,11/04/2025,N,Minor,0.02
M091,15/01/2025,N,Minor,4.13
M097,12/01/2025,Y,Major,2.95
M091,24/05/2025,N,Minor,0.69
M059,11/02/2025,N,Minor,1.46
M050,2025-01-09,Y,Major,12.34
M092,01/03/2025,N,Minor,25.18
M022,2025-04-26,N,Major,7.22
M098,2025-01-24,N,Minor,4.6
M086,2025-05-13,N,Minor,21.34
M093,2025-05-01,Y,Major,2.58
M097,28/05/2025,Y,Major,2.67
M052,2025-02-15,N,Major,0.77
M001,2025-03-08,N,Minor,19.5
M048,2025-05-07,N,Major,7.86
M033,2025-01-31,N,Major,0.51
M001,2025-05-15,N,Major,13.82
M071,2025-05-05,N,Minor,5.75
M099,2025-06-08,Y,Major,0.61
M013,2025-03-27,N,Minor,0.46
M037,2025-01-30,N,Minor,2.45
M086,2025-01-20,N,,0.93
M069,23/01/2025,N,Major,2.0
M032,2025-04-01,N,Minor,13.56
M028,27/05/2025,N,Minor,4.98
M044,2025-03-25,N,Major,1.2
M075,2025-01-28,N,Minor,0.18
M064,2025-04-05,N,Major,1.9
M053,2025-01-27,N,Major,2.97
M010,2025-02-03,Y,Major,15.24
M084,2025-02-24,Y,Minor,3.28
M065,15/02/2025,N,Minor,2.96
M087,09/04/2025,Y,Minor,1.38
M089,2025-02-05,N,Major,4.15
M045,2025-04-11,N,Major,6.81
M036,2025-01-19,N,Minor,14.82
M029,2025-02-14,N,Major,2.39
M007,2025-04-16,N,Minor,1.98
M025,2025-05-24,N,Major,1.62
M054,2025-06-21,N,Minor,6.25
M068,30/04/2025,N,Major,2.2
M002,2025-04-09,N,Major,2.52
M051,2025-05-13,N,Minor,0.29
M024,24/01/2025,N,Minor,1.95
M019,23/06/2025,N,Major,2.95
M005,2025-01-19,N,Minor,2.62
M092,2025-03-20,N,Minor,1.51
M076,2025-04-08,N,Major,0.64
M059,2025-06-03,N,Major,1.66
M073,18/03/2025,N,Major,25.89
M052,03/02/2025,N,Minor,2.22
M081,22/01/2025,N,Major,2.66
M026,2025-04-25,N,Minor,2.73
M064,2025-05-05,N,Major,2.71
M013,2025-03-09,N,Major,0.03
M003,2025-01-09,N,Major,7.11
M009,30/03/2025,N,Major,3.36
M060,06/05/2025,N,Minor,0.13
M067,2025-04-11,N,Minor,8.8
M025,2025-05-19,N,Minor,0.82
M023,17/05/2025,Y,Minor,3.11
M028,13/01/2025,N,Minor,7.75
M076,31/05/2025,N,Minor,2.14
M099,29/05/2025,N,Major,3.58
M047,2025-03-02,Y,Minor,4.52
M007,09/06/2025,Y,Major,4.31
M022,2025-05-05,N,Major,2.19
M099,2025-05-08,N,Minor,1.6
M096,2025-04-01,Y,Major,5.55
M009,2025-01-25,Y,Major,1.59
M070,2025-06-13,N,Major,3.04
M100,2025-03-02,N,Major,0.55
M084,29/04/2025,Y,Minor,7.1
M017,2025-03-28,N,Major,0.57
M001,2025-05-23,Y,Minor,0.31
M054,28/03/2025,N,Minor,1.78
M051,2025-03-14,Y,Minor,2.75
M043,20/02/2025,Y,Minor,7.65
M017,2025-01-27,N,Major,0.47
M078,2025-01-05,N,Minor,1.91
M026,2025-03-02,Y,Major,1.39
M069,04/05/2025,N,Major,5.57
M075,2025-01-04,N,Major,1.9
M031,19/03/2025,N,Major,2.09
M034,2025-04-08,Y,Major,5.31
M012,2025-02-26,Y,Major,6.84
M008,2025-05-26,N,Major,0.76
M079,2025-01-13,N,Major,3.46
M042,28/05/2025,N,Minor,2.65
M018,29/06/2025,Y,Minor,5.28
M075,26/04/2025,N,Minor,0.31
M088,2025-04-11,N,Major,17.65
M092,15/06/2025,N,Major,14.22
M043,31/05/2025,N,,0.22
M054,2025-01-31,Y,Major,0.57
M091,2025-05-23,N,Minor,2.41
M007,2025-06-03,N,Major,2.49
M003,2025-04-27,Y,Major,9.06
M072,2025-02-28,Y,Minor,2.5
M036,09/06/2025,N,Major,9.95
M065,2025-06-29,N,Minor,7.25
M046,2025-01-19,Y,Minor,2.35
M013,2025-04-20,Y,,6.42
M016,2025-01-26,N,Minor,0.24
M038,2025-02-21,Y,Major,4.56
M068,2025-05-23,N,Major,0.47
M059,25/01/2025,N,Minor,6.43
M023,2025-02-06,N,Major,9.08
M099,20/03/2025,N,Minor,12.6
M006,2025-05-22,N,Minor,5.35
M061,2025-05-06,Y,Minor,8.0
M085,2025-06-24,N,Minor,1.44
M086,2025-02-20,N,Minor,0.12
M025,2025-02-20,N,,1.46
M060,2025-03-22,N,Major,5.56
M090,2025-01-26,N,Major,1.17
M057,2025-03-16,N,Major,1.16
M013,2025-01-28,N,Minor,0.4
M045,2025-05-13,N,Major,0.37
M095,2025-06-20,Y,Minor,5.0
M027,2025-03-09,N,Minor,6.03
M020,22/02/2025,N,Minor,16.67
M041,2025-03-28,N,Major,11.91
M065,30/04/2025,Y,Minor,14.43
M002,2025-05-17,N,Major,3.89
M035,18/02/2025,N,Minor,0.17
M046,2025-03-07,N,Major,9.38
M085,12/01/2025,Y,Major,26.67
M075,09/06/2025,N,,2.52
M069,13/04/2025,N,Minor,4.6
M096,26/04/2025,N,Major,6.43
M025,2025-01-15,N,Major,3.24
M018,2025-04-25,Y,Minor,4.46
M044,2025-01-12,N,Major,7.84
M066,2025-04-11,N,Major,0.59
M090,2025-03-03,N,,0.7
M002,2025-01-25,N,Major,1.35
M011,2025-06-26,N,Major,1.21
M004,2025-06-29,N,Major,11.69
M082,2025-02-24,N,Minor,4.45
M074,2025-05-27,N,Major,1.01
M049,2025-03-07,Y,Major,2.65
M005,05/02/2025,Y,Major,3.69
M066,2025-04-14,N,Minor,5.08
M047,2025-03-21,N,Major,10.05
M009,2025-05-31,N,Major,10.95
M089,2025-05-15,N,Major,1.18
M082,19/06/2025,Y,Major,1.03
M029,2025-04-08,N,Major,0.8
M041,2025-04-01,N,Minor,3.26
M001,2025-02-09,N,Major,2.07
M034,2025-04-24,N,Minor,2.77
M005,2025-01-11,Y,Major,1.02
M092,2025-05-03,N,Major,0.53
M093,2025-05-26,N,Major,1.39
M074,2025-06-10,Y,Minor,1.79
M100,2025-05-14,Y,Minor,0.11
M038,16/03/2025,N,Minor,11.54
M004,2025-05-08,N,Minor,4.02
M080,2025-01-26,N,Major,6.81
M016,2025-01-08,N,Minor,1.1
M095,2025-01-25,N,Minor,13.92
M072,10/03/2025,N,Major,11.4
M098,2025-03-20,N,Minor,4.91
M007,2025-02-25,N,Minor,1.32
M004,02/04/2025,N,,0.51
M037,2025-06-20,N,Major,2.21
M019,2025-04-07,Y,Major,2.88
M017,2025-04-16,Y,Minor,11.2
M002,2025-02-23,N,Major,10.52
M014,21/01/2025,Y,Minor,3.36
M074,2025-05-21,N,Major,0.9
M048,2025-01-19,Y,Major,13.3
M046,2025-04-05,Y,Minor,4.04
M096,2025-03-09,N,Major,1.7
M043,2025-06-29,N,Minor,0.08
M014,2025-01-28,N,Major,1.9
M025,2025-06-02,N,Major,4.66
M019,2025-06-07,Y,Major,4.74
M089,29/06/2025,Y,Major,2.39
M053,25/05/2025,N,Minor,2.9
M088,29/03/2025,N,Major,1.3
M039,2025-02-17,Y,Major,2.46
M063,2025-03-11,N,Major,14.17
M082,10/03/2025,N,Minor,7.76
M028,18/04/2025,N,Major,1.42
M027,10/06/2025,N,Minor,9.54
M092,2025-02-09,Y,Minor,3.47
M029,2025-02-15,N,Major,1.23
M095,15/03/2025,Y,Major,0.77
M079,02/03/2025,Y,Major,16.75
M020,2025-05-07,Y,Minor,1.11
M002,2025-02-11,N,Major,0.66
M099,2025-04-09,N,Minor,8.86
M023,23/04/2025,N,Major,2.55
M052,15/03/2025,Y,Major,5.24
M010,2025-01-18,N,Minor,7.05
M097,29/04/2025,Y,Major,12.35
M068,04/01/2025,N,Major,0.68
M049,2025-03-06,Y,Minor,3.56
M079,25/05/2025,N,Minor,2.2
M046,03/06/2025,Y,Major,10.08
M068,2025-04-03,N,Major,9.74
M057,2025-06-27,Y,Major,0.36
M067,2025-01-09,Y,Minor,1.67
M086,15/01/2025,N,Major,23.26
M037,17/04/2025,N,Major,4.2
M065,01/03/2025,N,Major,5.17
M013,2025-05-07,N,Major,5.67
M007,28/03/2025,N,Minor,3.91
M085,2025-04-05,Y,Minor,0.06
M100,2025-04-16,N,Major,4.07
M044,2025-02-06,N,Major,12.3
M027,19/04/2025,Y,Major,1.94
M041,2025-04-25,N,Major,1.79
M007,2025-02-24,Y,Minor,6.7
M001,2025-06-03,N,Major,0.91
M005,2025-06-19,N,Minor,0.48
M074,2025-01-24,N,Major,2.48
M077,09/06/2025,N,Minor,11.36
M077,20/02/2025,Y,Major,3.71
M007,2025-04-22,N,Major,4.09
M026,18/02/2025,N,Major,4.39
M037,22/04/2025,N,Major,1.73
M059,2025-05-26,N,Minor,3.35
M025,2025-03-16,N,Minor,0.92
M012,2025-02-07,Y,Minor,8.68
M053,2025-01-15,N,,5.53
M025,2025-05-04,N,Major,3.34
M070,2025-03-28,Y,Minor,4.88
M099,07/03/2025,N,Major,4.2
M064,2025-01-06,Y,Minor,0.49
M030,02/05/2025,Y,Major,3.49
M064,2025-02-03,N,Minor,5.34
M085,2025-06-26,N,Minor,7.94
M020,2025-01-29,N,Major,11.6
M077,2025-05-25,N,Minor,10.42
M026,29/01/2025,N,Minor,0.17
M068,2025-03-21,Y,Major,0.07
M096,12/02/2025,Y,Major,1.04
M023,2025-06-21,N,Major,1.62
M012,2025-05-05,Y,Minor,6.87
M059,2025-02-16,Y,Major,0.47
M007,2025-05-29,N,Minor,1.76
M089,25/06/2025,N,Minor,2.24
M030,2025-06-16,N,Major,2.9
M054,2025-06-16,N,Major,0.02
M035,2025-06-18,N,Major,3.21
M068,19/02/2025,N,Minor,0.9
M022,2025-05-23,N,Minor,2.04
M036,2025-03-07,N,Major,2.95
M040,2025-06-01,N,Major,0.78
M048,2025-01-31,N,Major,6.25
M095,24/05/2025,Y,Minor,0.98
M044,2025-02-24,N,Major,7.2
M027,2025-06-27,N,Major,9.99
M099,19/02/2025,N,Major,1.27
M064,2025-01-04,N,Major,0.33
M093,2025-01-23,N,Major,6.6
M031,2025-03-30,N,Major,0.4
M067,2025-02-08,Y,Minor,4.85
M032,05/01/2025,Y,Major,21.92
M058,2025-06-20,N,Minor,0.8
M051,28/02/2025,N,Major,1.28
M087,30/05/2025,N,Minor,2.8
M092,2025-06-29,N,Major,5.97
M004,08/05/2025,Y,Major,2.27
M023,2025-06-17,N,Minor,0.03
M013,2025-05-26,N,Major,13.38
M031,2025-02-01,Y,Major,17.66
M078,2025-06-12,N,Major,1.79
M031,18/06/2025,N,Major,1.02
M062,03/06/2025,N,Minor,1.62
M015,2025-06-08,Y,Minor,6.31
M014,2025-03-13,N,Major,0.9
M012,2025-05-29,N,Minor,3.4
M080,2025-03-15,N,Major,1.99
M079,2025-04-21,N,Minor,5.67
M063,2025-06-08,Y,Minor,5.14
M007,05/02/2025,Y,Minor,3.82
M048,10/05/2025,N,Minor,10.49
M089,2025-01-08,N,Minor,0.16
M050,2025-05-13,Y,Major,7.21
M080,2025-04-11,N,Minor,4.07
M002,2025-04-29,N,Major,12.85
M094,2025-02-19,N,Minor,0.97
M002,14/04/2025,N,Minor,2.99
M009,2025-02-06,N,Minor,6.15
M021,2025-02-01,N,Major,1.45
M058,2025-01-19,Y,Major,2.53
M003,2025-06-18,Y,Minor,2.39
M027,18/04/2025,Y,Major,7.6
M017,2025-02-23,N,Major,7.49
M061,17/04/2025,N,Major,19.6
M070,2025-03-31,N,Major,7.36
M022,2025-04-10,N,Major,2.49
M063,2025-06-16,N,Minor,7.18
M017,2025-04-19,N,Major,4.48
M053,2025-04-22,N,Major,2.09
M034,2025-04-04,N,Major,6.83
M091,14/03/2025,N,,1.35
M087,2025-05-08,Y,Major,1.84
M008,11/03/2025,N,,3.98
M060,04/01/2025,N,Minor,3.82
M079,2025-05-08,Y,Major,16.55
M048,28/06/2025,Y,Major,15.08
M007,2025-04-24,N,Minor,2.48
M051,2025-02-04,Y,Major,2.28
M044,2025-04-30,N,Major,5.33
M037,2025-02-25,N,Major,10.57
M082,22/03/2025,Y,Minor,2.04
M002,24/04/2025,N,Major,2.34
M027,2025-05-06,N,,6.83
M055,2025-01-08,N,Minor,3.33
M038,03/06/2025,N,Major,4.35
M070,2025-05-03,N,Minor,0.7
M023,2025-04-27,N,Minor,11.0
M068,2025-01-17,N,,15.62
M020,2025-02-15,N,Minor,8.95
M020,2025-05-16,N,Major,5.03
M085,05/02/2025,N,Major,0.16
M017,15/02/2025,Y,Minor,5.67
M047,2025-02-18,N,Minor,22.32
M083,24/03/2025,N,Minor,1.7
M087,2025-04-28,Y,Major,2.56
M073,22/04/2025,Y,Major,9.91
M015,2025-05-25,N,Major,5.47
M050,2025-01-17,N,Major,0.81
M021,2025-06-20,Y,Major,0.94
M038,28/06/2025,N,Major,6.23
M045,2025-01-08,N,Minor,10.3
M039,2025-01-22,N,Major,11.56
M060,2025-05-06,N,Minor,8.28
M097,22/06/2025,N,Minor,0.01
M005,2025-03-11,N,Major,1.26
M072,07/01/2025,N,Major,9.73
M087,2025-04-06,N,Major,0.91
M010,2025-04-11,N,Minor,1.72
M097,2025-02-11,N,Minor,6.4
M079,17/01/2025,N,Minor,1.49
M073,2025-05-22,N,Major,3.73
M013,2025-02-04,N,Minor,4.84
M045,14/02/2025,N,Major,2.83
M039,2025-04-07,Y,Major,2.7
M039,2025-06-11,N,Minor,5.17
M015,29/01/2025,N,Major,9.64
M018,2025-01-05,Y,Major,4.53
M010,2025-05-19,N,Minor,11.55
M099,2025-04-13,N,Major,1.35
M080,22/03/2025,N,Major,0.59
M079,2025-04-21,Y,Minor,2.7
M095,21/01/2025,N,Major,9.74
M086,2025-01-17,Y,Minor,2.37
M077,2025-01-13,N,Major,1.92
M025,2025-06-17,N,Major,11.93
M085,31/05/2025,N,Minor,1.35
M035,2025-06-18,N,Major,0.05
M006,2025-03-03,N,Major,2.66
M057,2025-01-04,N,,2.95
M084,2025-05-02,N,Minor,4.63
M077,2025-01-04,N,Major,5.77
M056,2025-02-05,Y,Major,3.73
M061,30/06/2025,N,Minor,6.13
M100,07/01/2025,N,Minor,10.84
M077,2025-04-15,N,Major,4.38
M077,09/04/2025,N,Minor,4.04
M036,2025-03-29,N,Major,8.1
M097,2025-06-11,N,Major,2.41
M072,16/01/2025,N,Major,4.34
M048,2025-06-16,N,Minor,15.83
M008,2025-03-09,N,Major,7.02
M076,2025-06-09,N,Minor,4.42
M005,2025-05-28,Y,Major,4.16
M083,2025-06-20,N,Minor,0.05
M093,2025-03-30,N,Major,11.0
M081,20/02/2025,N,Major,8.33
M001,2025-03-08,N,Major,5.77
M026,28/02/2025,Y,Minor,1.77
M016,2025-03-29,N,Major,1.5
M049,2025-03-10,N,Major,2.22
M074,06/02/2025,N,Major,1.47
M093,2025-04-19,N,Major,5.27
M031,2025-06-27,N,Major,0.29
M035,15/04/2025,N,Major,0.0
M090,2025-05-29,Y,Major,0.59
M068,01/01/2025,N,Minor,3.03
M043,2025-04-24,N,Major,3.93
M086,2025-05-08,Y,Major,2.55
M080,08/01/2025,N,Major,3.89
M097,2025-02-10,Y,Minor,0.55
M076,2025-01-02,N,Major,9.57
M067,2025-06-06,N,Minor,4.7
M033,2025-02-01,Y,Major,1.61
M051,2025-02-26,N,Minor,8.68
M077,26/06/2025,N,Minor,1.08
M099,2025-01-12,N,Minor,0.03
M010,2025-05-08,N,Minor,6.04
M023,2025-01-28,N,Major,0.75
M043,2025-01-01,N,Major,4.01
M033,2025-04-25,N,Major,2.96
M093,2025-04-10,Y,Major,1.49
M016,11/05/2025,Y,Major,2.79
M061,2025-04-07,Y,,0.21
M078,2025-03-31,N,Major,0.73
M001,2025-05-25,N,Minor,1.71
M007,2025-02-23,Y,Minor,0.15
M006,2025-04-11,N,Major,4.58
M096,2025-04-13,N,Major,0.12
M016,2025-04-18,N,Major,1.95
M064,2025-05-25,Y,Major,13.84
M095,2025-02-16,N,Minor,5.4
M017,2025-02-14,Y,Minor,7.16
M090,2025-06-29,N,Minor,3.59
M034,2025-05-03,N,Major,8.4
M100,2025-03-23,N,Major,2.91
M009,20/05/2025,N,Minor,5.26
M094,2025-06-10,Y,Major,2.56
M097,2025-04-26,N,Major,0.7
M095,2025-05-13,Y,Major,10.77
M009,2025-02-26,Y,Major,6.53
M059,2025-04-15,N,Major,2.09
M098,2025-01-04,N,Minor,0.09
M078,2025-02-01,Y,Minor,1.73
M041,22/03/2025,N,Minor,0.14
M003,03/01/2025,Y,Minor,2.85
M073,2025-02-02,N,Major,1.81
M057,2025-06-09,N,Minor,8.0
M086,2025-01-05,Y,Major,4.82
M091,09/05/2025,Y,Major,2.97
M037,2025-02-11,N,Major,3.97
M061,01/06/2025,Y,Minor,22.22
M030,2025-03-12,N,Minor,1.55
M049,14/04/2025,N,Major,7.58
M010,2025-01-05,Y,Major,2.57
M004,2025-04-27,N,Minor,3.5
M044,18/02/2025,N,Major,7.73
M080,2025-03-12,N,Major,0.35
M084,2025-05-17,N,Major,25.98
M025,2025-05-29,N,Minor,5.53
M085,2025-06-29,N,Minor,3.31
M035,2025-02-17,N,Minor,5.41
M049,2025-01-01,N,Major,2.57
M004,2025-04-03,Y,Major,1.36
M078,2025-04-01,Y,Minor,3.4
M086,2025-02-23,N,Major,4.16
M012,22/04/2025,N,Minor,2.05
M044,2025-04-08,Y,,0.96
M087,2025-04-26,Y,Minor,7.39
M099,2025-05-03,N,Major,18.4
M028,2025-05-04,Y,Major,0.75
M098,2025-04-07,N,Major,1.93
M069,2025-01-15,N,Minor,1.67
M010,2025-01-25,N,Major,1.55
M022,2025-03-24,N,Minor,7.22
M034,2025-02-10,N,Minor,0.44
M005,13/05/2025,N,Minor,2.4
M009,2025-06-21,N,Minor,1.4
M034,2025-06-11,N,Major,0.91
M076,2025-02-05,Y,Major,1.56
M036,2025-03-11,Y,Major,2.32
M083,2025-03-31,N,Major,6.54
M054,22/01/2025,N,Major,10.57
M076,2025-05-12,N,Minor,3.28
M004,07/02/2025,Y,Minor,0.38
M022,2025-01-13,N,Major,5.34
M064,25/03/2025,Y,Major,7.54
M021,2025-06-03,N,Major,13.84
M012,2025-05-17,N,Major,13.5
M037,26/03/2025,N,Major,5.48
M027,2025-03-16,N,Minor,4.64
M001,11/03/2025,N,Major,2.37
M077,2025-03-04,N,Major,6.34
M044,2025-04-11,N,Minor,17.73
M005,2025-02-17,N,Minor,1.77
M068,2025-02-17,Y,Minor,1.28
M100,2025-05-24,N,Minor,1.54
M065,29/03/2025,N,Major,22.01
M021,25/04/2025,N,Major,13.4
M007,08/01/2025,Y,Major,1.77
M001,08/05/2025,Y,Minor,7.25
M074,2025-03-01,Y,Minor,0.04
M037,2025-06-02,Y,Major,0.2
M081,2025-01-06,N,,1.28
M028,23/02/2025,Y,Minor,0.51
M075,2025-02-08,N,Major,1.47
M034,2025-05-04,Y,Minor,0.34
M007,24/02/2025,N,Major,18.5
M081,2025-03-04,Y,Major,0.63
M023,2025-03-07,Y,Minor,2.29
M035,2025-01-18,N,Major,23.51
M051,2025-06-26,Y,Major,2.7
M036,2025-01-02,Y,Major,4.98
M033,2025-02-17,Y,Minor,2.34
M050,2025-06-25,Y,Minor,0.15
M030,25/05/2025,N,Minor,1.35
M073,04/06/2025,N,Major,5.4
M053,2025-01-29,N,Major,17.64
M001,2025-01-15,N,Minor,18.03
M042,2025-06-14,N,Major,0.14
M073,2025-05-25,N,Major,1.15
M042,2025-06-01,N,Minor,2.08
M032,17/02/2025,N,Minor,0.46
M068,2025-05-15,N,Minor,4.45
M001,2025-04-04,N,Major,2.48
M012,2025-01-07,N,Major,3.67
M039,2025-01-20,Y,Minor,2.79
M010,2025-05-01,N,Minor,0.1
M012,2025-06-17,N,Major,10.4
M021,2025-06-13,N,Major,1.15
M087,2025-06-19,N,Major,10.3
M024,2025-03-12,N,Minor,4.42
M015,2025-04-28,N,Minor,11.6
M089,2025-01-19,N,Major,0.3
M099,2025-01-23,N,Minor,3.9
M012,20/05/2025,N,Major,0.65
M097,22/04/2025,Y,Minor,5.63
M048,22/05/2025,N,Major,3.59
M082,2025-06-13,N,Minor,2.46
M085,2025-06-16,Y,,0.62
M033,2025-06-23,N,Major,3.97
M069,2025-03-23,N,Minor,1.98
M091,28/03/2025,N,Major,0.61
M004,2025-06-18,N,Minor,1.04
M032,2025-04-24,N,Major,4.02
M035,22/04/2025,Y,Minor,7.01
M042,2025-01-27,N,Minor,0.8
M017,2025-02-15,N,Minor,17.45
M058,2025-03-08,N,Major,1.65
M099,13/02/2025,N,Minor,4.87
M090,2025-03-18,N,Minor,4.01
M046,26/03/2025,N,Major,0.33
M003,2025-04-06,N,Major,1.07
M054,2025-01-03,N,,2.96
M032,2025-05-10,N,Major,1.54
M082,2025-01-29,N,,0.86
M078,2025-02-09,N,Minor,0.99
M021,24/04/2025,N,Minor,31.2
M005,26/05/2025,N,Major,4.35
M060,18/06/2025,Y,,10.22
M080,2025-03-04,Y,Minor,10.25
M014,06/03/2025,N,Major,0.96
M026,2025-03-16,N,Major,3.19
M073,2025-02-20,N,Major,2.33
M021,2025-04-02,Y,Major,4.21
M053,2025-02-03,Y,Minor,3.79
M072,12/05/2025,N,Minor,2.4
M064,2025-01-30,N,Minor,1.58
M088,2025-05-08,N,Major,5.83
M080,2025-01-02,Y,Major,2.18
M072,16/03/2025,Y,Major,1.74
M005,2025-03-20,N,Major,7.97
M039,25/05/2025,N,Minor,2.33
M057,01/01/2025,N,Major,13.48
M051,2025-06-19,Y,Minor,2.43
M059,2025-05-17,N,Major,7.47
M027,20/06/2025,Y,Minor,5.86
M092,2025-05-17,N,Minor,22.74
M049,2025-05-04,N,Minor,1.37
M045,2025-03-20,Y,Minor,6.83
M045,2025-01-11,N,Major,9.43
M051,2025-02-09,Y,Major,3.56
M051,2025-02-25,N,Major,10.18
M083,2025-06-18,N,Major,8.84
M051,2025-04-12,N,Major,1.39
M096,2025-04-17,N,Major,0.04
M049,03/03/2025,Y,Major,4.89
M004,2025-04-11,N,,1.4
M055,28/01/2025,Y,Minor,10.5
M018,2025-05-23,Y,Major,8.42
M081,23/02/2025,N,Major,1.61
M066,2025-04-20,Y,Major,4.44
M053,09/02/2025,Y,Major,1.99
M002,2025-03-19,N,Minor,4.85
M084,02/06/2025,N,Major,2.17
M097,2025-02-09,N,Minor,4.02
M075,2025-02-24,N,Major,8.82
M032,05/05/2025,Y,Major,2.63
M076,2025-03-26,N,Major,7.67
M074,01/04/2025,N,Minor,3.0
M002,2025-05-09,Y,Minor,4.78
M075,2025-02-22,N,Major,2.79
M028,2025-03-06,N,Major,0.72
M063,2025-03-30,N,Major,0.24
M026,2025-03-20,Y,Major,1.63
M086,2025-01-02,N,Major,10.88
M018,06/03/2025,N,Major,6.56
M031,2025-05-30,Y,,0.91
M067,2025-02-11,N,Minor,5.88
M069,2025-01-03,N,Minor,2.18
M051,2025-06-14,N,Major,11.83
M027,09/02/2025,N,Minor,0.03
M044,29/04/2025,N,Minor,0.37
M018,10/01/2025,Y,Major,4.54
M095,2025-02-19,N,Minor,0.41
M003,2025-04-03,Y,Minor,15.5
M088,2025-04-10,N,Minor,0.21
M082,24/05/2025,N,Major,1.47
M087,2025-06-23,N,Major,0.31
M038,09/02/2025,N,Major,5.91
M053,11/03/2025,Y,Minor,13.76
M049,22/02/2025,N,Major,0.89
M078,02/04/2025,Y,Major,4.37
M007,29/06/2025,Y,Minor,13.78
M073,2025-01-29,Y,Major,3.29
M021,2025-01-05,Y,Minor,4.21
M036,07/01/2025,N,Major,2.22
M016,11/02/2025,Y,Major,2.11
M039,28/04/2025,N,Major,15.22
M047,2025-03-22,N,Major,8.76
M099,21/04/2025,Y,Major,19.94
M002,2025-06-19,N,Minor,1.66
M071,21/02/2025,Y,Major,4.18
M005,15/04/2025,N,Minor,5.05
M055,2025-01-12,N,Major,0.05
M075,2025-01-16,N,Major,8.02
M018,17/04/2025,N,Major,4.17
M051,2025-05-24,Y,Major,8.18
M078,14/05/2025,N,Minor,1.16
M009,2025-02-22,N,Major,7.9
M026,2025-04-13,Y,Minor,1.79
M035,28/05/2025,N,Major,0.5
M050,2025-06-15,N,Major,3.95
M068,02/02/2025,N,Major,8.63
M053,13/02/2025,N,Minor,1.44
M005,04/01/2025,N,Major,5.4
M062,2025-05-26,Y,Major,8.45
M006,2025-06-28,N,Major,6.01
M021,2025-01-08,Y,Minor,0.79
M088,08/04/2025,N,Major,2.74
M053,2025-01-09,N,Major,1.62
M011,2025-04-20,N,Minor,14.06
M088,2025-06-19,N,Major,4.2
M009,19/04/2025,Y,Minor,1.39
M041,2025-05-28,N,Major,0.76
M079,2025-06-14,N,Major,2.92
M008,2025-03-02,Y,Major,0.59
M008,29/04/2025,N,Major,17.04
M054,2025-05-06,Y,Major,3.75
M054,22/03/2025,N,Major,0.43
M023,2025-03-15,Y,Major,3.35
M006,2025-02-20,N,Minor,1.09
M087,2025-06-26,N,Major,0.47
M028,2025-04-19,Y,Minor,2.75
M011,2025-05-05,N,Major,0.03
M089,2025-03-06,Y,Major,0.24
